ticket_id,customer_id,ticket_date,issue_category,issue_subcategory,priority,ticket_status,resolution_time_hours,customer_satisfaction_score,ticket_description,support_agent_id
TCK0000170,CUST000197,2024-05-25,Device & App,Download failure,Medium,Resolved,31.2,3.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0038
TCK0000171,CUST000197,2025-05-08,Streaming Quality,Buffering,Medium,Resolved,6.8,2.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0104
TCK0000172,CUST000200,2026-01-29,Billing & Payments,Invoice question,High,Pending,,,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0111
TCK0000173,CUST000202,2020-05-14,Billing & Payments,Failed payment,Critical,Resolved,59.3,2.0,"My payment failed twice this month even though my card has sufficient balance, and I still lost access to my account.",AGT0119
TCK0000174,CUST000205,2026-03-30,Streaming Quality,Audio sync issue,Low,Pending,,,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0078
TCK0000175,CUST000206,2026-04-12,Streaming Quality,Low resolution,Medium,Resolved,13.4,5.0,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0116
TCK0000176,CUST000207,2024-11-19,Account Access,Login failure,High,Resolved,13.0,4.0,"I cannot log into my account from my phone even though the password is correct, it keeps saying invalid credentials.",AGT0072
TCK0000177,CUST000211,2026-03-20,Billing & Payments,Duplicate charge,High,Resolved,31.1,1.0,There are two identical transactions on my statement for this billing cycle which should not have happened.,AGT0080
TCK0000178,CUST000211,2025-02-28,Billing & Payments,Invoice question,Medium,Escalated,,,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0083
TCK0000179,CUST000213,2022-06-06,Streaming Quality,Buffering,Low,Resolved,24.6,2.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0027
TCK0000180,CUST000216,2026-04-12,Subscription,Plan downgrade request,Low,Resolved,30.9,4.0,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0094
TCK0000181,CUST000219,2025-09-19,Account Access,Login failure,High,Resolved,9.2,3.0,"I cannot log into my account from my phone even though the password is correct, it keeps saying invalid credentials.",AGT0042
TCK0000182,CUST000219,2025-07-29,Content,Content removed,Low,Resolved,47.8,3.0,A show I was halfway through watching was removed from the platform with no notice at all.,AGT0079
TCK0000183,CUST000220,2026-02-01,Content,Missing subtitles,High,Resolved,22.2,4.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0047
TCK0000184,CUST000220,2026-04-08,Subscription,Plan downgrade request,Critical,Resolved,2.2,4.0,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0023
TCK0000185,CUST000221,2024-05-10,Billing & Payments,Refund request,Medium,Resolved,3.1,2.0,I want to request a refund since I cancelled within the trial period but was still charged the full amount.,AGT0074
TCK0000186,CUST000223,2025-06-22,Account Access,Login failure,Medium,Escalated,,,"Login keeps failing after the recent app update, this has been going on for two days now.",AGT0065
TCK0000187,CUST000224,2022-07-17,Billing & Payments,Price dispute,Medium,Resolved,19.1,5.0,The price increased without any prior notice and I am not happy paying more for the same plan.,AGT0092
TCK0000188,CUST000228,2026-05-18,Device & App,Device not supported,Medium,Resolved,16.8,5.0,My new smart TV model shows the app as unsupported even though older models work fine.,AGT0016
TCK0000189,CUST000231,2019-06-29,Subscription,Plan downgrade request,Low,Closed,12.5,5.0,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0040
TCK0000190,CUST000233,2025-06-26,Billing & Payments,Refund request,Critical,Resolved,26.2,2.0,I want to request a refund since I cancelled within the trial period but was still charged the full amount.,AGT0097
TCK0000191,CUST000233,2023-02-17,Content,Content removed,High,Closed,10.0,3.0,A show I was halfway through watching was removed from the platform with no notice at all.,AGT0087
TCK0000192,CUST000233,2026-05-19,Streaming Quality,Low resolution,Critical,Resolved,6.6,4.0,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0017
TCK0000193,CUST000234,2024-02-19,Account Access,Password reset,High,Resolved,38.0,5.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0076
TCK0000194,CUST000234,2023-11-08,Content,Missing subtitles,Low,Resolved,2.8,3.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0098
TCK0000195,CUST000237,2025-04-03,Subscription,Cancellation request,Low,Closed,19.5,3.0,"Please cancel my plan, the content library does not match what I expected when I signed up.",AGT0030
TCK0000196,CUST000240,2025-08-07,Account Access,Password reset,Critical,Resolved,32.7,5.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0008
TCK0000197,CUST000242,2025-02-01,Billing & Payments,Invoice question,Low,Resolved,9.2,4.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0005
TCK0000198,CUST000242,2022-12-02,Account Access,Account locked,High,Closed,1.1,3.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0012
TCK0000199,CUST000243,2026-02-10,Account Access,Password reset,Low,Resolved,11.5,5.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0084
TCK0000200,CUST000245,2024-04-20,Account Access,Login failure,Low,Resolved,5.1,5.0,"I cannot log into my account from my phone even though the password is correct, it keeps saying invalid credentials.",AGT0027
TCK0000201,CUST000246,2023-04-25,Account Access,Password reset,Medium,Resolved,23.7,3.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0113
TCK0000202,CUST000247,2024-09-17,Streaming Quality,Audio sync issue,Low,Closed,22.6,2.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0035
TCK0000203,CUST000250,2023-12-27,Device & App,Download failure,Low,Escalated,,,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0017
TCK0000204,CUST000250,2020-10-01,Streaming Quality,Audio sync issue,Medium,Closed,2.0,3.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0087
TCK0000205,CUST000252,2024-09-10,Streaming Quality,App crashing,Low,Resolved,10.7,2.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0044
TCK0000206,CUST000252,2024-05-13,Billing & Payments,Failed payment,Low,Resolved,70.2,2.0,"I was charged but the payment shows as failed on my end, please check and confirm my subscription status.",AGT0019
TCK0000207,CUST000253,2022-11-03,Account Access,Password reset,High,Closed,1.7,4.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0010
TCK0000208,CUST000253,2025-04-01,Streaming Quality,Audio sync issue,Medium,Resolved,8.9,3.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0069
TCK0000209,CUST000253,2026-04-23,Billing & Payments,Failed payment,High,Closed,2.6,2.0,"I was charged but the payment shows as failed on my end, please check and confirm my subscription status.",AGT0041
TCK0000210,CUST000254,2025-10-28,Content,Missing subtitles,Low,Resolved,44.2,2.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0106
TCK0000211,CUST000255,2023-12-03,Device & App,Download failure,Low,Escalated,,,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0005
TCK0000212,CUST000261,2026-06-28,Device & App,Download failure,Medium,Resolved,15.5,5.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0031
TCK0000213,CUST000266,2025-11-08,Device & App,App not loading,Medium,Resolved,15.4,4.0,The app does not load past the splash screen on my gaming console since the last update.,AGT0120
TCK0000214,CUST000267,2026-02-17,Subscription,Plan downgrade request,Medium,Pending,,,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0051
TCK0000215,CUST000273,2026-04-13,Account Access,Login failure,Low,Escalated,,,"Login keeps failing after the recent app update, this has been going on for two days now.",AGT0025
TCK0000216,CUST000274,2023-08-24,Streaming Quality,Low resolution,Low,Escalated,,,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0079
TCK0000217,CUST000275,2024-08-21,Streaming Quality,Audio sync issue,Medium,Closed,13.8,2.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0030
TCK0000218,CUST000276,2025-08-30,Streaming Quality,App crashing,Medium,Pending,,,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0067
TCK0000219,CUST000278,2026-02-16,Account Access,Password reset,Low,Pending,,,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0034
TCK0000220,CUST000279,2025-02-16,Account Access,Password reset,Medium,Resolved,1.3,3.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0054
TCK0000221,CUST000282,2026-06-01,Account Access,Account locked,Critical,Pending,,,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0054
TCK0000222,CUST000283,2026-06-26,Billing & Payments,Failed payment,Low,Escalated,,,"My payment failed twice this month even though my card has sufficient balance, and I still lost access to my account.",AGT0053
TCK0000223,CUST000283,2026-04-04,Streaming Quality,Buffering,Low,Closed,34.2,4.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0024
TCK0000224,CUST000286,2021-02-23,Billing & Payments,Invoice question,High,Closed,37.0,2.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0044
TCK0000225,CUST000287,2025-01-23,Content,Content unavailable in region,Critical,Resolved,24.3,5.0,Several titles I could watch last month are now unavailable in my region without any explanation.,AGT0119
TCK0000226,CUST000287,2021-08-02,Streaming Quality,Buffering,Medium,Resolved,10.1,3.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0051
TCK0000227,CUST000287,2022-08-22,Content,Missing subtitles,High,Resolved,20.2,3.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0107
TCK0000228,CUST000288,2021-10-16,Account Access,Password reset,Low,Resolved,3.7,3.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0059
TCK0000229,CUST000289,2023-04-12,Streaming Quality,Audio sync issue,Medium,Resolved,9.6,2.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0059
TCK0000230,CUST000290,2026-04-27,Device & App,Download failure,Low,Escalated,,,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0046
TCK0000231,CUST000291,2024-07-26,Streaming Quality,Buffering,Low,Closed,8.7,5.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0003
